token	modality	description	chapter
257204	ydelse	Haematological examinations II: Haematological exam. I + leucocyte differential count	Pediatrics
257213	ydelse	Lungs - peak expiratory flow	Pediatrics
257229	ydelse	B-Eosinophilocytes	Pediatrics
258159	ydelse	Bacteria culture	Pediatrics
259001	ydelse	Mileage reimbursement  I	Pediatrics
259105	ydelse	E-mail consultation	Pediatrics
259110	ydelse	1st consultation	Pediatrics
259114	ydelse	Later consultation - Further investigation of suspected IgE-mediated allergy	Pediatrics
259120	ydelse	2nd consultation	Pediatrics
259130	ydelse	Later consultation	Pediatrics
259142	ydelse	Investigation on suspicion of IgE-mediated allergy	Pediatrics
259143	ydelse	Investigation 2nd consultation - Continued investigation of suspected IgE-mediated allergy	Pediatrics
259145	ydelse	Allergy treatment other than vaccination	Pediatrics
259161	ydelse	Surcharge for requesting an interpreter	Pediatrics
259201	ydelse	Telephone consultation	Pediatrics
259203	ydelse	Pulmonary function test without reversibility test	Pediatrics
259204	ydelse	Pulmonary function test with reversibility test	Pediatrics
259205	ydelse	Telephone counselling by general practitioner	Pediatrics
259206	ydelse	Multidisciplinary telephone consultation	Pediatrics
259207	ydelse	Food provocation	Pediatrics
259208	ydelse	Exercise provocation	Pediatrics
259210	ydelse	Functional neurological examination	Pediatrics
259212	ydelse	Ultrasound scan of the lower intestine/rectum for rectal diameter measurement	Pediatrics
259213	ydelse	Bladder scan to determine residual urine	Pediatrics
259214	ydelse	Uroflowmetry (method for determining the emptying capacity of the bladder)	Pediatrics
259215	ydelse	Measurement of NO (nitric oxide) in exhaled air	Pediatrics
259216	ydelse	Prick testing of children outside of allergy consultation services	Pediatrics
259217	ydelse	Allergy vaccination, hyposensitisation by injection (SCIT) (subcutaneous immunotherapy)	Pediatrics
259218	ydelse	Annual check-up for allergy vaccination, hyposensitisation by injection (SCIT) (subcutaneous immunotherapy)	Pediatrics
259219	ydelse	Asthma control	Pediatrics
259256	ydelse	Dispensing and instruction in the use of inhalation devices	Pediatrics
259257	ydelse	Dispensing and instruction in the use of a ringing device	Pediatrics
259261	ydelse	Supplement for consultation with an interpreter	Pediatrics
259306	ydelse	Exercise provocation on treadmill	Pediatrics
259401	ydelse	Visits	Pediatrics
259501	ydelse	1. consultation for assessment of ADHD	Pediatrics
259505	ydelse	Consultation with medical treatment for attention-deficit/hyperactivity disorder	Pediatrics
259916	ydelse	Analysis: Urine dipstick	Pediatrics
259919	ydelse	Analysis: Urine culture	Pediatrics
501001	ydelse	Histopathological examinations	Dentistry
501110	ydelse	Client exam, over 25	Dentistry
501112	ydelse	Basic diagnostic examination (from 26 years of age), initial benefit	Dentistry
501113	ydelse	Basic diagnostic examination (from 18-25 years), first-time benefit	Dentistry
501114	ydelse	Status examination - SU from 26 years of age	Dentistry
501115	ydelse	Status examination - SU 18-25 year olds	Dentistry
501116	ydelse	Focused examination	Dentistry
501130	ydelse	Oral and dental examination from age 25	Dentistry
501140	ydelse	Regular diagnostic examination (from 26 years)	Dentistry
501141	ydelse	Regular diagnostic examination (18-25 years)	Dentistry
501151	ydelse	Bitewings in connection with UDG	Dentistry
501153	ydelse	Bitewings in conjunction with regular diagnostic examination	Dentistry
501160	ydelse	Control after regular diagnostic examination	Dentistry
501170	ydelse	Checking diagnostic findings during diagnostic examinations from the age of 26	Dentistry
501171	ydelse	Checking diagnostic findings during diagnostic examinations (18-25 years)	Dentistry
501301	ydelse	Dental cleaning (at least 15 teeth)	Dentistry
501302	ydelse	Dental cleaning b (maximum 14 teeth)	Dentistry
501415	ydelse	Periodontal examination and diagnostics	Dentistry
501420	ydelse	General periodontal treatment	Dentistry
501425	ydelse	Extended dental cleaning	Dentistry
501430	ydelse	Extended Periodontal Treatment	Dentistry
501431	ydelse	Tooth root cleaning	Dentistry
501452	ydelse	Control regular periodontal treatment	Dentistry
501453	ydelse	Control extended periodontal treatment	Dentistry
501454	ydelse	Control surgical periodontal treatment	Dentistry
501504	ydelse	Plastic single-flat - where occlusion is affected by wear	Dentistry
501505	ydelse	Plastic filling Single face - Filling	Dentistry
501506	ydelse	Plastic filling Multi-flat - Filling	Dentistry
501507	ydelse	Glass ionomer filling - Filling	Dentistry
501509	ydelse	Multi-flat plastic - where occlusion is affected by wear	Dentistry
501551	ydelse	Gradual exfoliation Amalgam. A (not combined)	Dentistry
501552	ydelse	Gradual exfoliation Amalgam. B (combined)	Dentistry
501553	ydelse	Gradual excavation Amalgam. C (double combined)	Dentistry
501554	ydelse	Plastic single faced - gradual excavation where occlusion is affected by wear	Dentistry
501555	ydelse	Plastic filling Single flattened - Gradual excavation	Dentistry
501556	ydelse	Plastic filling Multi-flat - Gradual excavation	Dentistry
501557	ydelse	Glass ionomer filling - Gradual exfoliation	Dentistry
501558	ydelse	Glass ionomer filling, multi-flat - Gradual oak aging	Dentistry
501559	ydelse	Plastic multileaf - Gradual excavation where occlusion is affected by wear	Dentistry
501600	ydelse	Pulp capping	Dentistry
501601	ydelse	Coronal amputation	Dentistry
501605	ydelse	Acute root canal access and necessary root canal cleaning	Dentistry
501606	ydelse	Apical amputation and root canal filling per canal	Dentistry
501701	ydelse	Extraction per tooth	Dentistry
501802	ydelse	Biopsy	Dentistry
502110	ydelse	Clinical examination 18-25	Dentistry
502120	ydelse	Claw and tooth extraction 18-25	Dentistry
502201	ydelse	X-ray imaging	Dentistry
502431	ydelse	Dental cleaning	Dentistry
502440	ydelse	Surgical periodontal treatment	Dentistry
502501	ydelse	Amalgam filling. a	Dentistry
502502	ydelse	Amalgam filling. B (combined)	Dentistry
502503	ydelse	Amalgam filling. C (double combined)	Dentistry
502604	ydelse	Root retention and root filling	Dentistry
502702	ydelse	Extraction of second tooth	Dentistry
502703	ydelse	Extraction next tooth	Dentistry
502910	ydelse	Extended basic diagnostic examination	Dentistry
502920	ydelse	Individual preventive treatment	Dentistry
502930	ydelse	Control after individual preventive treatment	Dentistry
503010	ydelse	Hygiene supplement	Dentistry
503020	ydelse	Consultation without treatment	Dentistry
504511	ydelse	Plastic filling Premo 1 fl	Dentistry
504512	ydelse	Plastic filling Premo 2 fl	Dentistry
504513	ydelse	Plastic filling Premo 3 fl	Dentistry
504514	ydelse	Plastic filling Premo 4 fl	Dentistry
504515	ydelse	Plastic filler Premo 5 fl	Dentistry
504521	ydelse	Plastic filler Molar 1 fl	Dentistry
504522	ydelse	Plastic filler Molar 2 fl	Dentistry
504523	ydelse	Plastic filler Molar 3 fl	Dentistry
504524	ydelse	Plastic filler Molar 4 fl	Dentistry
504525	ydelse	Plastic filling Molar 5 fl	Dentistry
509108	ydelse	Surgical removal of tooth	Dentistry
510101	ydelse	Training/beh. 1 hour	Physiotherapy and rehabilitation
510103	ydelse	Massage therapy	Physiotherapy and rehabilitation
510104	ydelse	Thermal treatment	Physiotherapy and rehabilitation
510105	ydelse	Electrical stimulation	Physiotherapy and rehabilitation
510106	ydelse	Ultrasound	Physiotherapy and rehabilitation
510108	ydelse	Stretching therapy	Physiotherapy and rehabilitation
510109	ydelse	Joint mobilisation	Physiotherapy and rehabilitation
510110	ydelse	1st consultation	Physiotherapy and rehabilitation
510111	ydelse	Normal treatment	Physiotherapy and rehabilitation
510112	ydelse	Short treatment	Physiotherapy and rehabilitation
510114	ydelse	Surcharge for particularly time-consuming interventions	Physiotherapy and rehabilitation
510115	ydelse	Status consultation	Physiotherapy and rehabilitation
510121	ydelse	Normal treatment in conjunction with team training	Physiotherapy and rehabilitation
510122	ydelse	Short treatment in conjunction with team training	Physiotherapy and rehabilitation
510124	ydelse	Surcharge for time-consuming interventions in team training	Physiotherapy and rehabilitation
510201	ydelse	Wellness therapy *team*	Physiotherapy and rehabilitation
510202	ydelse	Disability training per 1 hour	Physiotherapy and rehabilitation
510202	ydelse	Relaxation	Physiotherapy and rehabilitation
510311	ydelse	Physiotherapy fee per patient. per Â½ hour 1 person	Physiotherapy and rehabilitation
510312	ydelse	Physiotherapy fee per patient. per Â½ hour 2 people	Physiotherapy and rehabilitation
510313	ydelse	Physiotherapy fee per patient. per Â½ hour 3 people	Physiotherapy and rehabilitation
510314	ydelse	Physiotherapy fee per patient. per Â½ hour 4 people	Physiotherapy and rehabilitation
510315	ydelse	Physiotherapy fee per patient. per Â½ hour 5 people	Physiotherapy and rehabilitation
510405	ydelse	Backseater (support person) per Â½ hour	Physiotherapy and rehabilitation
510431	ydelse	Riding school fee per patient per Â½ hour for 1 person	Physiotherapy and rehabilitation
510432	ydelse	Riding club fee per patient per Â½ hour for 2 people	Physiotherapy and rehabilitation
510433	ydelse	Riding school fee per patient per Â½ hour for 3 people	Physiotherapy and rehabilitation
510434	ydelse	Riding school fee per patient per Â½ hour for 4 people	Physiotherapy and rehabilitation
510435	ydelse	Riding school fee per patient per half hour for 5 people	Physiotherapy and rehabilitation
510435	ydelse	Riding school fee per patient per Â½ hour for 5 people	Physiotherapy and rehabilitation
511001	ydelse	Mileage reimbursement. I	Physiotherapy and rehabilitation
511010	ydelse	Physiotherapy classes per day	Physiotherapy and rehabilitation
511011	ydelse	Information and guidance	Physiotherapy and rehabilitation
511013	ydelse	Neurophysiotherapy	Physiotherapy and rehabilitation
511014	ydelse	Psychomotor movement therapy	Physiotherapy and rehabilitation
511015	ydelse	ADL function training	Physiotherapy and rehabilitation
511016	ydelse	Compensatory therapy	Physiotherapy and rehabilitation
511017	ydelse	Pulmonary physiotherapy	Physiotherapy and rehabilitation
511019	ydelse	Manual therapy	Physiotherapy and rehabilitation
511027	ydelse	Biomechanical movement therapy	Physiotherapy and rehabilitation
511039	ydelse	Device therapy	Physiotherapy and rehabilitation
511200	ydelse	Disability training free of charge per Â½ hour	Physiotherapy and rehabilitation
511202	ydelse	Free disability training per 1 hour	Physiotherapy and rehabilitation
511204	ydelse	Free disability training per 2 hours	Physiotherapy and rehabilitation
512101	ydelse	Nursing home 0 - 4 km	Physiotherapy and rehabilitation
512102	ydelse	Nursing home 5 - 10 km	Physiotherapy and rehabilitation
512103	ydelse	Nursing home over 10 km	Physiotherapy and rehabilitation
512110	ydelse	Functional examination of muscle disorders	Physiotherapy and rehabilitation
512201	ydelse	Patient's home	Physiotherapy and rehabilitation
512202	ydelse	Nursing home	Physiotherapy and rehabilitation
512203	ydelse	Treatment of muscle disorders per 1 hour	Physiotherapy and rehabilitation
513001	ydelse	Weekdays 16-20 and Saturdays 08-20	Physiotherapy and rehabilitation
513410	ydelse	Transport to meeting	Physiotherapy and rehabilitation
514009	ydelse	9 participants, own premises, per person	Physiotherapy and rehabilitation
514212	ydelse	Follow-up exercise therapy	Physiotherapy and rehabilitation
514531	ydelse	Temporary telephone and video consultation - COVID-19	Physiotherapy and rehabilitation
514551	ydelse	Follow-up examination	Physiotherapy and rehabilitation
514552	ydelse	Discharge of epi-crisis due to extended spine examination, Central Denmark Region, r	Physiotherapy and rehabilitation
514553	ydelse	Extended lumbar spine examination	Physiotherapy and rehabilitation
514560	ydelse	First consultation	Physiotherapy and rehabilitation
514561	ydelse	Normal treatment	Physiotherapy and rehabilitation
514562	ydelse	Short treatment	Physiotherapy and rehabilitation
514563	ydelse	Follow-up exercise therapy	Physiotherapy and rehabilitation
514565	ydelse	Initial consultation for team training	Physiotherapy and rehabilitation
514566	ydelse	Standard treatment in conjunction with team training	Physiotherapy and rehabilitation
514566	ydelse	Normal treatment in conjunction with team training	Physiotherapy and rehabilitation
514999	ydelse	Venue allowance	Physiotherapy and rehabilitation
517002	ydelse	2 participants, own premises, per person	Physiotherapy and rehabilitation
517003	ydelse	3 participants, own premises, per person	Physiotherapy and rehabilitation
517004	ydelse	4 participants, own premises, per person	Physiotherapy and rehabilitation
517005	ydelse	5 participants, own premises, per person	Physiotherapy and rehabilitation
517006	ydelse	6 participants, own premises, per person	Physiotherapy and rehabilitation
517007	ydelse	7 participants, own premises, per person	Physiotherapy and rehabilitation
517008	ydelse	8 participants, own premises, per person	Physiotherapy and rehabilitation
517101	ydelse	1 participant	Physiotherapy and rehabilitation
517102	ydelse	Number of patients free of charge for 2-section private rooms per person	Physiotherapy and rehabilitation
517103	ydelse	No. of patients free of charge for 3-share shifts own rooms per person	Physiotherapy and rehabilitation
517104	ydelse	Number of patients free of charge for shifts 4 part. own premises per person	Physiotherapy and rehabilitation
517105	ydelse	Number of patients free of charge for pool 5 shared county facilities per person	Physiotherapy and rehabilitation
517106	ydelse	Number of patients free of charge for shifts 6 part. own premises per person	Physiotherapy and rehabilitation
517107	ydelse	Number of patients free of charge for pool 7 shared own premises per person	Physiotherapy and rehabilitation
517108	ydelse	No. of patients free of charge for pool 8 shared private rooms per person	Physiotherapy and rehabilitation
518050	ydelse	Team training per person	Physiotherapy and rehabilitation
531002	ydelse	X-ray	Chiropractic
531004	ydelse	Treatment	Chiropractic
531012	ydelse	Initial visit/new problem and additional service	Chiropractic
531015	ydelse	Pre-examination of a patient who has not been to the clinic before and/or where	Chiropractic
531016	ydelse	Pre-examination of a patient who has been in the clinic within the last 1-3 years	Chiropractic
531017	ydelse	Pre-examination of a patient who has been in the clinic within the last 12 months	Chiropractic
531022	ydelse	Relapse within 12 months	Chiropractic
531030	ydelse	Follow-up consultation	Chiropractic
531031	ydelse	Follow-up consultation and additional service	Chiropractic
531032	ydelse	Follow-up consultation and large add-on service	Chiropractic
531033	ydelse	Follow-up consultation and additional preventive service	Chiropractic
531034	ydelse	Follow-up consultation and large additional preventive service	Chiropractic
531035	ydelse	Limited follow-up consultation	Chiropractic
531036	ydelse	Regular follow-up consultation	Chiropractic
531037	ydelse	Extended follow-up consultation	Chiropractic
531041	ydelse	Pre-examination for acute nerve root impingement	Chiropractic
531042	ydelse	Follow-up course consultation - after 2 weeks	Chiropractic
531043	ydelse	Follow-up course consultation - after 4 weeks	Chiropractic
531050	ydelse	Pre-examination for cervical disc herniation	Chiropractic
531054	ydelse	Final course consultation after 8 weeks	Chiropractic
531065	ydelse	Follow-up consultation	Chiropractic
532010	ydelse	X-ray examination	Chiropractic
532013	ydelse	Requesting/interpreting foreign images	Chiropractic
532014	ydelse	Primary X-ray examination for own patients	Chiropractic
532015	ydelse	Primary X-ray examination after referral from another chiropractor	Chiropractic
532020	ydelse	Supplementary tests for	Chiropractic
532030	ydelse	Ultrasound examination	Chiropractic
533001	ydelse	Supplement a	Chiropractic
533002	ydelse	Supplement b	Chiropractic
533003	ydelse	Supplement aa	Chiropractic
533004	ydelse	Supplement bb	Chiropractic
533011	ydelse	Introduction to supervised training	Chiropractic
533012	ydelse	Supervised training	Chiropractic
542001	ydelse	Treatment modules	Foot therapy
542100	ydelse	Recording of medical records	Foot therapy
542111	ydelse	Foot treatment - general	Foot therapy
542112	ydelse	Foot treatment complicated	Foot therapy
542130	ydelse	Control and/or inspection	Foot therapy
542140	ydelse	Treatment before applying 1 new brace	Foot therapy
542141	ydelse	Fabrication and application of 1 new brace	Foot therapy
542142	ydelse	Manufacturing and fitting of braces in addition to 1	Foot therapy
542143	ydelse	Correction of 1 brace	Foot therapy
542144	ydelse	Correction of 2 hangers	Foot therapy
542145	ydelse	Correction of up to 10 braces incl.	Foot therapy
542172	ydelse	Treatment service A	Foot therapy
542173	ydelse	Treatment benefit B	Foot therapy
542174	ydelse	Pruning service C	Foot therapy
542179	ydelse	Foot status	Foot therapy
542180	ydelse	First foot status (newly referred patient)	Foot therapy
543001	ydelse	1st module f. brace	Foot therapy
543101	ydelse	2nd-4th module f. bracket	Foot therapy
543102	ydelse	Follow module	Foot therapy
630101	ydelse	Individual consultation	Psychology
630202	ydelse	Two-person cons.	Psychology
630210	ydelse	Individual consultation, 1 consultation - referral reason 10 depression	Psychology
630211	ydelse	Individual consultation, 2 consultations and afterwards - referral reason 10	Psychology
630219	ydelse	Video consultation, referral reason 10 and 11	Psychology
630310	ydelse	Individual consultation, 1 consultation - referral reason 11 anxiety	Psychology
630419	ydelse	Video consultation	Psychology
630510	ydelse	Individual consultation, 1 consultation - referral reason 11 anxiety, 18-20 years old	Psychology
630511	ydelse	Individual consultation, 2 consultations and subsequent - referral reason 11	Psychology
630540	ydelse	Group consultation with 3 to 8 people, 2nd and subsequent consultation per person	Psychology
631102	ydelse	Individual consultation, 2nd and subsequent consultation per person	Psychology
632001	ydelse	2-person consultation 1st consultation per person	Psychology
632002	ydelse	2-person consultation 2nd and subsequent consultations per person	Psychology
635001	ydelse	Surcharge for consultation with interpreter, referral reason 1-9	Psychology
635105	ydelse	Child under 16 years consultation	Psychology
635113	ydelse	Individual consultation, 1st consultation without subsequent process	Psychology
635401	ydelse	1st double consultation (1st + 2nd consultation)	Psychology
635401	ydelse	1st double consultation (1st + 2nd cons)	Psychology
635402	ydelse	Subsequent double consultation (1st + 2nd consult),	Psychology
635402	ydelse	Subsequent double consultation (1st + 2nd consult)	Psychology
800102	ydelse	Treatment of 2nd patient in the same home	General practice
800104	ydelse	Prevention consultation for ischaemic heart disease	General practice
800105	ydelse	E-communication (including with municipal carers)	General practice
800106	ydelse	Prevention consultation	General practice
800107	ydelse	Diabetes pathway service	General practice
800108	ydelse	Consultation in connection with the diabetes patient pathway service	General practice
800120	ydelse	Agreed specific preventive measures	General practice
800130	ydelse	Chronic care fee, annually per patient with COPD	General practice
800132	ydelse	Chronic care fee, annually per patient with type 2 diabetes and COPD	General practice
800202	ydelse	Phone consultation w. prescription	General practice
800203	ydelse	Phone consultation w. referral	General practice
800301	ydelse	Telephone consultation in shift	General practice
800411	ydelse	Sick call up to 4 km (zone 1)	General practice
800471	ydelse	Visits during on-call time	General practice
800491	ydelse	Sick call on the route	General practice
800501	ydelse	Telephone consultation without visit/consultation	General practice
800602	ydelse	Phone consultation with visit/consultation	General practice
801208	ydelse	2nd and subsequent insured persons on the same visit to an institution	General practice
802101	ydelse	Blood sampling From vein	General practice
802102	ydelse	Sampling of uterus, mouth and neck for cytological tests incl. preliminary tests	General practice
802103	ydelse	Wart treatment regardless of the number of warts	General practice
802104	ydelse	Bladder catheterisation	General practice
802105	ydelse	Removal of foreign body(s) from the eye, ear canal, nose and throat	General practice
802106	ydelse	Removal of earwax for therapeutic reasons	General practice
802107	ydelse	Removal of foreign body under skin or nail	General practice
802108	ydelse	Nasal tamponade, stopping bleeding after tooth extraction	General practice
802109	ydelse	Application of a mobilising bandage	General practice
802110	ydelse	Rectoscopy	General practice
802111	ydelse	Initial treatment of minor fractures and reduction of minor joint dislocations	General practice
802112	ydelse	Initial treatment of major wounds	General practice
802113	ydelse	Biopsy	General practice
802114	ydelse	Reposition / paraphimosis	General practice
802115	ydelse	Nail removal	General practice
802116	ydelse	Paracentesis of tympanic membrane	General practice
802117	ydelse	Removal of subacutaneous or deeper tumours incl. shipping if necessary t. pat.us.	General practice
802118	ydelse	Surgery for deep-seated inflammation	General practice
802119	ydelse	Drainage of fluid from larger joints for therapeutic purposes - not diagn. or inds.	General practice
802120	ydelse	Venesection authorised by hospital or physician and for life-threatening conditions	General practice
802121	ydelse	Other significant surgeries	General practice
802122	ydelse	Initial treatment of fractures of the tibia, thigh, upper or lower arm	General practice
802123	ydelse	Reduction of large joint dislocations: foot, knee, hip, elbow or shoulder	General practice
802124	ydelse	Large widespread lesions and burns	General practice
802125	ydelse	Resuscitation attempts	General practice
802127	ydelse	Obstetrics/abortion	General practice
802131	ydelse	Post-mortem examination with issuance of death certificate	General practice
802132	ydelse	Urine sampling	General practice
802133	ydelse	Sending biological material, e.g. blood	General practice
802135	ydelse	Completion of page 2 of the death certificate, including dispatch to the Danish Health Authority	General practice
802136	ydelse	Anoscopy	General practice
802138	ydelse	Instruction and delivery of fluid and urination chart	General practice
802140	ydelse	Guidance of swelling. 2140	General practice
802141	ydelse	Continued control of contraceptive technique	General practice
802142	ydelse	Counselling contraceptive methods at 1st referral or transition to other	General practice
802143	ydelse	Counselling and examination in connection with request for termination of pregnancy and/or sterilisation	General practice
802144	ydelse	Counselling in contraceptive methods when inserting an IUD or implanon	General practice
802145	ydelse	Removal of implanon	General practice
802146	ydelse	Lending and instruction in the use of devices for home blood pressure measurement	General practice
802147	ydelse	ICD-10 depression test	General practice
802148	ydelse	Hamilton depression test	General practice
802149	ydelse	Diagnosis, assessment and follow-up using psychometric tests	General practice
802161	ydelse	Supplement where a qualified interpreter is used	General practice
802302	ydelse	Distance charge for visits per kilometre beyond 10 km.	General practice
802303	ydelse	Night duty doctors distance rate aarhus county Â§ 2 agreement	General practice
802304	ydelse	Supplementary specific preventive efforts	General practice
802305	ydelse	Outreach home visits	General practice
802402	ydelse	Surcharge for the provision of daytime medical care for patients who do not have an established medical centre	General practice
802403	ydelse	Supplement for daytime telephone consultation where there is no established medical practice	General practice
802502	ydelse	Travel allowance to islands where there is no resident doctor and allowance for patient escort	General practice
803101	ydelse	Consult. 0-15 min	General practice
803301	ydelse	Meeting 1 module	General practice
803302	ydelse	Meeting 2 modules	General practice
803303	ydelse	Meeting 3 modules	General practice
803304	ydelse	Meeting beyond 3 modules	General practice
803501	ydelse	Subsequent case	General practice
803601	ydelse	Time supplement	General practice
804001	ydelse	Patient conversations	General practice
804004	ydelse	Preventive services	General practice
804005	ydelse	Participation in trials	General practice
804006	ydelse	#2-agreement Ã¥rhus ak.	General practice
804021	ydelse	Counsellor 1 and.	General practice
804036	ydelse	Midwife consult.	General practice
804044	ydelse	Â§2A35Cons.h./visit	General practice
804045	ydelse	Â§2.A35Distance allowance	General practice
804050	ydelse	Counselling 40 min.	General practice
804056	ydelse	Consultation - drug agreement County 50	General practice
804062	ydelse	Public enquiry   A60	General practice
804072	ydelse	Longer single cons.	General practice
804076	ydelse	Consultation	General practice
804105	ydelse	Hepatitis B vaccinations for drug addicts and men who have sex with men	General practice
804106	ydelse	Conversation therapy B080	General practice
804118	ydelse	Placement of an anaesthetic for suspected mono, Central Denmark Region	General practice
804121	ydelse	test II diabetes a35	General practice
804122	ydelse	test gestational diabetes a35	General practice
804130	ydelse	Assessment and treatment of children with asthma, conference county 50	General practice
804136	ydelse	Home blood pressure measurement	General practice
804137	ydelse	Home.blood.pressure.measurement/b035	General practice
804140	ydelse	E-mail consultation - the doctor sends a reply to the citizen in the City of Copenhagen	General practice
804156	ydelse	Contact and disease patterns in general practice, Central Denmark Region	General practice
804192	ydelse	Teledermatology in the Region of Southern Denmark	General practice
804247	ydelse	1st - 3rd Conversation therapy - North Denmark Region	General practice
804248	ydelse	4. Conversation therapy - North Denmark Region	General practice
804249	ydelse	5th and following counselling - North Denmark Region	General practice
804263	ydelse	Distance allowance up to 4 km.	General practice
804264	ydelse	Distance allowance 4-8 km	General practice
804265	ydelse	Distance supplement 8-12 Km	General practice
804266	ydelse	Distance supplement 12-16 Km	General practice
804267	ydelse	Distance supplement 16-20 Km	General practice
804284	ydelse	Sick visits/meetings, Midgard residents, Capital Region of Denmark	General practice
804293	ydelse	Cross-sectoral medical communication in patient care, Capital Region of Denmark	General practice
804303	ydelse	Systematic screening	General practice
804304	ydelse	Cervical cancer scraping, Central Denmark Region	General practice
804308	ydelse	urinus. stix. (7101) Central Denmark Region	General practice
804309	ydelse	B haemoglobin photoom. (7108) Central Denmark Region	General practice
804310	ydelse	Pharyngeal streptococcal (7109) Central Denmark Region	General practice
804311	ydelse	C-reactive protein (7120) Central Denmark Region	General practice
804312	ydelse	B-glycosis, photometer (7136) Central Denmark Region	General practice
804313	ydelse	ECG, incl. precord (7156) Central Denmark Region	General practice
804333	ydelse	Joint consultation with patient and Care Manager (week 1), Central Denmark Region	General practice
804416	ydelse	Â§2-B035 Kilometres	General practice
804420	ydelse	consultation a42	General practice
804422	ydelse	tel.cons.u.visit a42	General practice
804428	ydelse	Special consultation during on-call hours Fyns Amt	General practice
804436	ydelse	Video consultation instead of attendance - Coronavirus infection. All regions	General practice
804437	ydelse	Electronic dispatch, Region of Southern Denmark	General practice
804483	ydelse	Referral for testing/follow-up for close contacts of COVID-19 infected persons	General practice
804484	ydelse	Email response negative COVID-19 test	General practice
804500	ydelse	Covid-19 dose packed medicine for patients in municipal home care	General practice
804501	ydelse	1st visit/hospital A42	General practice
804502	ydelse	Chlamydia partner detection county 70	General practice
804503	ydelse	Teledermatology digital images, Central Denmark Region	General practice
804504	ydelse	Programme package diagnostic help to achieve accurate psychological diagnosis county 70	General practice
804541	ydelse	Basic service Â§2 agreement county 20	General practice
804542	ydelse	Prick test Â§2 agreement county20	General practice
804543	ydelse	Lung function Â§2 agreement county20	General practice
804585	ydelse	Sick call from the start of 5 km up to 8 km (zone II)	General practice
804586	ydelse	Sick call from the start of 9 km up to 12 km (zone III)	General practice
804587	ydelse	Sick visits from 13 km. up to 16 km. (zone IV)	General practice
804588	ydelse	Sick call from 17 kilometres up to 20 kilometres (zone V)	General practice
804589	ydelse	Sick call from 21 km and beyond (zone VI)	General practice
804609	ydelse	Crisis counselling, Region of Southern Denmark	General practice
804611	ydelse	Blood sampling in connection with glucose load county. 065	General practice
804642	ydelse	1st consultation in peripheral consultations, Region of Southern Denmark	General practice
804665	ydelse	Distance supplement beyond 20 Km	General practice
804760	ydelse	Project lildholt	General practice
804810	ydelse	Consultation by carers	General practice
804830	ydelse	Distance allowance per commenced kilometre beyond 21 km.	General practice
804901	ydelse	4901	General practice
804902	ydelse	Elderly Proj. Skanderb.	General practice
805001	ydelse	Institution for the mentally ill, 1st hospitalisation	General practice
805002	ydelse	Institution for the mentally ill, re-admission to the same institution	General practice
805003	ydelse	Institution for the mentally ill, compulsory hospitalisation	General practice
805004	ydelse	Mental institutions etc.	General practice
805005	ydelse	Alcohol clinic	General practice
805280	ydelse	5280	General practice
805992	ydelse	Certificates	General practice
805992	ydelse	Testimonials	General practice
806101	ydelse	Conversation therapy programme	General practice
806103	ydelse	Abortion support conversation	General practice
806103	ydelse	Abortion support counselling	General practice
806201	ydelse	Surcharge per additional person, max. 3	General practice
807101	ydelse	Urine examination by stix	General practice
807103	ydelse	II. Microscopy of bacteria and similar 3	General practice
807104	ydelse	III. Microscopy of other biological material, excluding vasectomy control 3	General practice
807108	ydelse	B haemoglobin (photometer)	General practice
807109	ydelse	Pharyngeal streptococcal antigen	General practice
807110	ydelse	Mononucleosis factor 4	General practice
807111	ydelse	Semen examination	General practice
807112	ydelse	Audiometry screening 10	General practice
807113	ydelse	Lung function examination by spirometry	General practice
807114	ydelse	Bright field microscopy incl. staining	General practice
807115	ydelse	Machine leucocyte and diff. counting	General practice
807120	ydelse	C-Reactive Protein (CRP)	General practice
807121	ydelse	Pulmonary function test for exercise-induced asthma / reversibility test by spirometry	General practice
807122	ydelse	Phase contrast microscopy urine	General practice
807124	ydelse	III. Microscopy of other biological material, excluding laundry tomography control	General practice
807125	ydelse	Differential and leucocyte counting	General practice
807126	ydelse	PP-inr (coagulation factors)	General practice
807136	ydelse	B-glucose, photometer	General practice
807150	ydelse	Prothrombin 6	General practice
807152	ydelse	3 tests for blood in faeces	General practice
807155	ydelse	Elkard. exc. precision 6	General practice
807156	ydelse	Electrocardiography [	General practice
807159	ydelse	B-glucose (stix) 1	General practice
807160	ydelse	Urine f. gluc.u/stix1	General practice
807161	ydelse	Gonococcal secretions3	General practice
807166	ydelse	B-haemogl. (u/photo.)1	General practice
807168	ydelse	Se-creatinine	General practice
807169	ydelse	Urine microscopy 3	General practice
807175	ydelse	Pregnancy reaction	General practice
807176	ydelse	Urine f.prot. u/stix1	General practice
807177	ydelse	Sedimentation reaction	General practice
807178	ydelse	Trichomonas vaginal3	General practice
807179	ydelse	Culture of bacteria 3	General practice
807183	ydelse	Pulmonary function test	General practice
807184	ydelse	Differential count6	General practice
807186	ydelse	Leucocytes 3	General practice
807189	ydelse	Urine for resistance determination	General practice
807190	ydelse	Urine blood etc. v.stix1	General practice
807205	ydelse	Alate	General practice
807214	ydelse	Hdl	General practice
807250	ydelse	kb-glucose	General practice
807251	ydelse	b-haemoglobin	General practice
807252	ydelse	P-creatine	General practice
